Comment,Insult
kendine güven.kalbin temiz.egon sifir.ama kimseye güvenme.herkes egolu.seni kimse çekemiyor.,0
hocam her şarkın atasözü oldu. Seni seviyoruz. Asla unutulmayacaksın ,0
"gercekten flooddaki gibi mi,bu derece olduğunu bilmemek benim eksikligim ..",0
"Her zaman gurur duydum senin evladın olmaktan, ve and içtim bu yolda her zaman seninle yürümeye! Varolun...",0
verilen her hukuki yada fiili destek sadece terörun bitirilmesi için başka destek yok,0
hayel değil o hayal trol seni.Milliyetçileri tasviye etti o yüzden mi ülkücü hareket hala dim dik ayakta ?,0
"üç hilal şimdi senin ellerinde, liderliğinde milliyetçi hareket tarafından taşınıyor reis.Evlatların seninle.",0
"uğruna can verdiğimiz, akitler tarafından çığnenen Bayragımıza da iki laf etseydin keske!",0
"Biz gerekirse bit için dam yakarız, yine de Türk düşmanlarıyla bir araya gelmeyiz.",0
Evet cok dinlerdim sizi ama hayranlıkla değil ta kiii o ses Türkiye de jüri üyesi olana kadar o kadar cok şey yazmak istiyorum ki buraya bu kadar kültürlü bu kadar müzikle iç içe sanatçı görmedim sizsiniz gerçek sanatçı malesef herkes sanatçı değil bu ülkede sürekli dinler oldum artık derdiyokları biliyorsunuz daha ne deyim k...,0
Merhaba gokhan bey. Okuyomusunuz yorumlari bilmiyorum ama. Yarismacilarinizdan birine kivircik ali'den mutluluk dedigin isimli eseri soyletirmisin? Cok harika bi eser. Dinlemenizide tavsiye ederim,0
Ya sen ne güzel bi insansin sen ne sevilesi bir adamsin ya sen bizi tanimadan bizi öğrenince onlari çok seviyorum demissin allahim küçücük bi umutla bizi farkettin iyi ki varsin ve ben biliyorumki biz seni yakından gorucez taniycaz İnsAllah seni çok ama çok seviyoruz gönlü ve kalbi güzel insan ALLAH seninle olsun bizii farketmen dileğiyle ????????????,0
Geleceği kör bir şekilde goren kisilik djdjdjdndxn  ve sen yüreği temiz güzel insan böyle kişiliklere aldiris etmediğini biliyoruz biizde etmiyoruz ama cok komik geldiği icin yaziyoruz?????? iyi geceler güzel insan  ????????,0
Özenti,1
Off şu yorumlara bak hepiniz uyosunuz bu kadın illuminati üyesi ??????,1
Senden nefret ediyorum,1
Abi seni davet etmemişlerse ben onlara hakkımı helal etmiyorum öğrenci halimle bilet alıyorum forma alıyorum atkı alıyorum o paralar onların boğazından geçmesin.Sen kralsın BıZıM HAKANIMIZ'sın onlar ise uşak,1
ihanet içinde olan herkes haindir kim olursa olsun,1
Lan pesevenk git penselvanyadan fotoraflar yolla git o pic hocana para ve orospuluk bir allah vatanini yikamaz,1
HDP arkasina dusenler mi ayaktalar cocuk!,1
"onlar bu şuursuzluğu her zaman yapıyorlar, akp nin vatana ihanete varan hareketlerini destekleyenlerden ne bekliyoruz ki",1
Bide siZin için burnu çok havada demişlerdi yanılmıslar ??,1
Sanatci dediğiniz aklı çalışan bizlerden bir adım önde olan ve siyasetide gayet iyi bilip görüş ortaya koyabilendir ayse parlak hnm.Projelerini ister izleyin ister izlemeyin.Guldururken düşündürebilen ve herkesi elestirebilen ve bu cesareti gosterebilen gerçek sanatçıya her zaman hürmet eder değer veririm.Siz Got kılı olan sanatçıyım diye ortada dolaşan saklabanlari izleyin bence.Size göre sanatci düşünmemeli ancak iktidara soytarılık yapmalı dimi.,1
Yattara ulan irkci küçümseme,1
"YILMAZ MORGÜL DENILEN, YILLARCA HERKESIN EFENDILIGI ILE TANIDIGI, YA DA KENDINI BU şEKıLDE TANITTIGI SAHSIYET, MALESEF DUN YATTARA'YA SARFETMIS OLDGU TALIHSIZ SOYLEMLER ILE IRKCI BIR TAVIR SERGILEMIS, ASLINDA O KADAR DA EFENDı BIR BEY OLMADIGINI GOSTERMISTIR. SAYIN MORGÜL, SEN YURURSEN ORDU FALAN YURUMEZ MALESEF SENıNLE ARTIK.SEN YURURSEN TEK BAşINA YURURSUN. YÜCE TÜRK MıLLETI BU IRKÇI TAVRINDAN DOLAYI SENDEN UTANIYOR.DEFOL, SENI GEBERTIRIM, GıNE'DEM GELMIS DE şÖYLE BÖYLE DEDIGIM YATTARA, SENDEN BIN KAT DAHA INSANDIR. SENDEN UTANIYOR, VE SENI EKRANLARDA GÖRMEK ISTEMIYORUZ. ZATEN GORMUYORDUK VR ISABETLI DE OLUYURMUS. ZIRA SON DERECE KAPRISLI,EGOSU TAVAN YAPMIS, BOTOKSLU DUDAKLARINI BÜZE BÜZE ETRAFINDAKILERE DUALARINLA DESTEK VERDIGINI SOYLUYORSUN YA HANI, YAZIK KI NE YAZIK. SEN SARKILARINI SOYLE!!",1
Pislikk faşoo agzindan cikana dikkat et o bicimm,1
Sizin gibiler üç tane ağaç kesiliyor diye ortalığı ayağa kaldırıp isyan çıkartır adına insanlık der . Sizi takip edenlerin vah haline yazık kafalarının içinde beyin yerine taş var,1
Tipinde Hayır yok serefsiz in,1
hahaha her türlü tekme vurulur ???? işte sadece klavye artisligi,1
beyinsiz olmaya çalışmaya devammı??,1
Açmadık yerin kalmamiş,1
Ayip lan ar damariniz kalmamis. #barisarduc severler uyandiriiim barista bunu sevmis. Basta bu hatuna sonra barisa sonra de kendinize ayip etmeyin edebinizle fan olun fun olsunO?,1
Çok sahtesin,1
Karısını amerikaya gönderen can bey eşi ülkemize dönünce serbest kaldi acaba neden??????? Feto&hdp&chp&pkk=siz ve sizin yaninizda olanlar hepiniz aynisiniz,1
Benden Atatürk çüsü yoktur ama ikimiz De atatürk ü seviyoruz diye can Dündar hain değildir diyemem HAıNSıN can Dündar bi tutturmuş sunuz barış özgürlük güvercin özgürlük ler ülkesi abd de cia in tırını haber yap da görelim görelim ne kadar özgür ler emin ol bir tek haberin olurdu tek bir tane,1
Açık cezaevine hoş geldiniz. Mstdnc sen ırkçılık yapmayı bırak önce insan ol soludugun havadaki oksijen e yazık oluyor.,1
Can ananı sikiyim,1
ata kızı yazmışsın ama Ataya hakaretler içeren yazıyı tarihe geçiren bu adama övgüler yağdırmaktan geriye kalmamissin. Ya bi arastirın arkadasım. Hic mi beyin yok sizde. Yaz Can Dündar Ataturke hakaret diye bakalım neler çıkıyor. Vallahi ben bu kafayı anlamıyorum. Solcusun diye bütün yahudileri ermenileri savunacaksın diye bir kavram mı var. Sizin bilmeden olduğunuz solculuğa köpek sıçsın. Kıt beyinliler,1
ismine yazık be değistir o ismi nataşa yazdır daha uygun olir sizin gibi ermeni yandaşlarına. Ulan bu adamı korudugunuz kadar bir turk vatandssini korudunuz mu. Kökünüz kurusun beyinsizler,1
Ayyıldızlı Bayrağım Devletimin Bölünmez bütünlügü Askerim Polisim benim degerimdir eğer bunların anlamımı biliyorsanız @solyanim.aysahit . O ve sen gibilerinin bu ulke icin hic bir artisi ve degeri yok,1
"Sen ve senin gibilerin Vatan'ı savunmak gerektiğinde nerelere kaçtığınız belli , koltuk uğruna, rant uğruna kafa takıntılarınızla ilintili insana yapmayacağınız hiçbir pislik yoktur. En yüce değer ınsan sevgisi, ınsan emeğine saygıdır. Herkes annesinden insan doğar insan olmak kolaydır, Adam olmak zordur.",1
"Aynanın karşısına geç kendine bak, Bir ot kadar bile bir değerin olmadığını görürsün. Uslupundan ne kadar boş ve çiğ birisi olduğun belli , konuşmaya değmezsin.",1
"Sana son sözümdür, Türkiye'de işlenen Kadın cinayetlerini,tecavüzlerini incele senin gibi insanlar olduğunu görürsün. Sen insan öldürürsün,ben karıncayı bile incitmem.",1
korkma bu ülkemde özgürlükte sınır yok bunun neresi özgürlükse artık. Devleti bölmeyi açık açık dile getiriyorsunuz. Teröristleri çok rahat her türlü destekliyorsunuz buna sözüm ona Türkiye Cumhuriyeti Devletine askerine polisine sağlıkçısına vatandaşına karşı kullanması için her türlü silahı götürüp veren şerefsiz milletvekilleriniz var. Masum insanları katledenleri kahramanmış gibi gösteriyorsunuz. Devletinize her türlü bela gelsin diye elinizden geleni yapıyorsunuz. Katilleriniz sokaklarda istedigi gibi davranıp askerime polisime halkıma kamu malına zarar veriyor insan dolu toplu taşıma araçlarına marketlere sizin gibilerin bile sağlığını korumak icin canını tehlikeye atan saglık görevlilerinin hizmet ettiği ambulanslara bile molotof  atıp silah kullanmaktanda geri kalmıyorsunuz ve ne yazık ki cezada almıyorlar. Başka hiç bir ülkede bi kadar özgürlük yol yine diyorum bunun nesi özgürlükse artık. Asıl sizlersiniz ırkçı sapık katil hain olanlar. Yazıklar olsun size,1
Sırf muhalefet olmak için katilime sevdalanmıyorum senin gibi. Kaldı ki katile destek olanları eleştirmekle de korkma hükümet yanlısı olmazsın. Ülkem öyle kolay kolay elden gitmez boşuna heveslenmeyin. Gazeteci dediğin hdpkk başta olmak üzere Türkiye Cumhuriyetine zarar vermek isteyen herkese hizmet eden hainin birisi. Benim kafamın keşke daha fazlasını daha iyisini yaşasan ama bırak benim kafamı yaşamayı yarısını bile yaşamıyorsun yaşayamazsın ben beni yönetenlerede bakıyorum yönetmeye gönüllü olankarada bakıyorum da sen nereye bakıyorsun!,1
Aşağılık it.,1
Can dündar evine gelip karını ve seni ususte koyup sikim o,1
Eyyy Can Dündar!!!!!! M.Kemal Atatürkün sen boku olamazsın Atatürkün adını ağzına alma lan Vatan haini terörist!!!! Gdo su değişmiş çakma Atatürkçüler sizi!!!,1
Serefli adamlar ülkesini gidip baska ulkelere sikayet etmez. Sütü bozuk olunca işler degisir tabi.,1
Allah boydan almış dudağa vermis  ????,1
"Helee o poz nedir vulaa, Allah senden alsın",1
oğlum bak sakın bi daha Eceye öyle laflar soyleme senide o sürtük ororspu Hadiseyi de sikerim ulan Sikikler ??????????,1
atakta yemek mi yenir hadi o neyse yatak 2 kişilik ama 5 kişi yatmış gibi,1
Ovv bir göt oluş durumu var yatak masa fulan :D,1
Alp utanmiyomusun bukadar unluleri konusturmaya yazik sana diyorum,1
"Senin vicdanın yok mu Alp? Ünlüler görgüsüzlüğün dibine vurmuş, nispet yapıyorlar zaten... Sen de fazlasıyla çanak tutuyor ve ödülü fazlasıyla ballandırıyorsun",1
Acun çiçek taraf tutmasın adam gibi yönetsin,1
boş insan dün 2 ondan önceki gün 2 sayı aldı boş yapma burada atakanın tshirtündeki it bile yerini biliyo sen bilmiyosun ??,1
Kes lan sana mi diyecem ne dedigimi genel istatistiğe göre konuşuyorum,1
"Len Mongol , istatistik olarak sonuncusun",1
Sen ne karaktersiz egolu kendini bir sey zanneden kibirli pir pisliksin,1
AMK malı kendine beyin ameliyatı yap sen önce avatara zayıf diyo ya ulan insan yediği kaba tükürür mü lan kahpe sensin lan en zayıf halka..,1
Beynini siktiğimin ucubesi!,1
tuvalete sıçmışlar sifonu çekmeyi unutmuşlar buda geri gelmiş Karakter yoksunu şerefsiz piç,1
Senden gün geçtikçe soğuyorum keşke fan olmasaydim zamanimi çalmaktan baska bisey yapmadin,1
koca bir pişmanlık oldun benim için,1
Aynı muavine benzemiş,1
Bilmiyorum ama senden çok sogumaya basladim keşke sana hiç fan olmasaydım,1
Sen kimsin abicanimza iğrenç diyorsun sen once kendine bak yarim akilli gereksiz insan sevmiyor san takip etme bittsin yani bu kadar basit,1
Vay özge hanım bizi sattınız heralde???,1
Amk karisi seninde aq jdbdhjsjdg,1
Çocuğun yanında içki içmeyin günah dinsizler,1
sanatci toplumun aynasi ve örnek sahsiyetidir...fakat birakin toplumu kendi öz evladiniza dahi ornek olamamissiniz,1
abi neden balik lokantasi sef garsonu kostumu giymis?,1
Ya arkadaş Ne insanlarsınız ya.ya ister ayakkabı ister bornoz ister çıplak ister kulis ister araba bagajı ya istediği gibi istedi şekilde yatar uyur keyfinin kumaşımızsınız size ne ya.bazilarida sapık olmuş yok yanında olacaktım falan yazmış olsan ne yapacaktın yada yapsan erkek mi olacaktın senesinden tüm erkek yaratılmışlara var çok şükür ama senin gibi sapık amaçlı kullanmıyordular herhalde.Allah allah ya.birazcık olsun insan taklidi yapmayı deneseniz en.azından görünüşünüz insana benzediği için sizede insan derler deneyin vallahi bak.,1
Olum tam bir zurna sin senden sanatçı manat ci olmaz dumbuk,1
Niye uğraşmışlarki bukadar.. orosp. Çocuğu deseler anlardik@atillatasnet olduğunu,1
Sen var ya tam bir vatan hainisin tas,1
Tıpe bak yaaaa işsiz herif başı boş kafa palyaço,1
Bütün göt killari bu sayfada amk,1
lan yavsak twitterde niye engelledin serefsız herıf,1
Hele şu Emel o tarz mı gerçekten buna inanmak çok zor yazık o gulşahın çabalarına,1
Tribüne oynama lan para için kendini satacan,1
Elimde raket olsa atib studiyanizi paradaram cehennem itleri fahise yigini,1
Kizim seni seviyorukda arkadaki ne lan Coolluk ama bukadarda diyil yaniiii,1
Utanmasan bide sen çekseydin nihal,1
Orospu olduğunu bukadar belgeleme,1
şeytani detay derken kendisinden mo bahsediyor :D,1
Nagihan vücudun. Gelişmiş ama kişiliğin gelişmemiş,1
Makyajsız tv programlarına katılma lütfen korkuyoruz,1
Elenmekten kuduz gibi korktugunu yine belli ettin ?? icine seytan girmis resmen,1
Lan yılmaz morgül senden daha çok kadına benziyor,1
Kahpe.kadin..Bayhana neler soyledin ilahi adalet!!*,1
"Bence hapisaneden ciktiktan sonra, müzikle kendisi ilgilenmemeli. cok kötü bir örnek olur. Bir sanatcinin hapis yatipta sarki söylemesi hicc ve hic dogru degil. Indan büyük lokma yemeli ama büyük konusmamali umarim bunu anlamişsindir sanatcı müsvedesi......",1
"Lan bu şimdi cinsiyet değiştirme ameliyatı olduysa,Bülent Ersoy ne ameliyatı oldu amk ??",1
70 yillik omrunde erkek olarak yaşa sonsuza dek yan oç,1
Adam ne kopmuş laa kafa cilalı yine :D,1
Soyadını namal diye niye uzattığı direk mal olabilirmiş demi ama,1
Cine gitti maymun oldu b.y.17,1
Çinde futboo oynamayan adam şimdi gelir ilk 11 de oynar!! CENK TOSUN gibi forvetimiz var çok şükür,1
"Ya siz milli takim futbolcususunuz, bizlerin gururusunuz bu açiklama ne mahalle kekosu gibi",1
Sizden bir cacık olmaz sanal krallar sizi şekilsiniz ya,1
Bu Çin malını da mı aldılar kadroya,1
saclarin sekil hayrettt budefa YALAKALIK YAPMADIN ..HADI IYISIN TERIM KORUDU SENI...BARCA NIN HAYATTAKI EN KÖTÜ TRANSFERI,1
Doğan görünümlü şahinde Kız kesmeye çıkmış erkek..,1
"Egon vücudunun ödeyemeyeceği çekler yazıyor,,Sen git Messi Neymara maskaralık yap haa arada reklamlardada oyna,,kendinide büyük görme zira senden büyük Allah var",1
iki tane boş adam,1
En kotu 11de oldugunu paylasmamissin,1
Lan bu burak yilmaz yuzunden milli takimin macini izlemiyorum.gelme artik,1
Cenk'in sıçtığı bok olamaz burak,1
O serefsizle niye resim paylasiyon geri zekali,1
Patlak topla oynayan Kenan Imirzalioglu daha sekil,1
"iyi futbolcusun Ama cok iyi degil, Barcelona'da oynamayi hayatttaaaaaa hak etmiyorsun, senden cok daha iyi bir reklam ""yildizi"" olurdu... Yanindaki sahte forvet hakkinda hic konusmaya gerek yok, cok söverim. Allah Milli takimi sizin gibi sahte topculara muhtac birakmasin!",1
Sende hayatimda gordugum en ise yaramaz yaratiksin bilader.. Amk cocuklari bi bitmediniz.,1
ıki mal bir karede. En son bizim çiftlikte görmüştüm böylesini,1
Türkiyedeki en gereksiz ünlü,1
Ulan okan ulan okan senin sancak sayesinde katlandım sana yoksa işim olmaz bidahada ?? izlerim programını,1
sex partilerindeki ıBNELER gibisin ??????,1
Seni bu ülkede hain göstermeye çalışan şerefsizler utansın...Adamsın.,1
Traktör şamyeri gibi daha büyüğü yokmuydu :) :) :) :),1
Bisey merak ediyorum bu mallikla sen nasil unlu oldum harbi ya.ne hadle yani ilgin,1
Sevgilin zayıflıktan olcek amk,1
sacmalamayin sonucta izlenmek icin yapilan tarih dizisi oyuncular da ona gore davranmasi gerekiyor senaristt bile bu sekil de soylemisti oyunculara ozel hayatlariniza dikkat edin demis ne konusuyon ordan,1
O KEL AHMETIN BIR TURLU SACLARI CIKMADI ODA BIR REZIL YUMURTA KAFA SAC CIKSA NE OLUCAK,1
Çirkin şansı ??????,1
Hay senin gibi gerizekalilarin ben... Lan kadin oy vermedi hdp'ye kac kez acikladi yalan haber onlar kaynagi olmayan! ılla bi sorumlu ariyorsan pkk ile isbirligi yapan bombalari ulkeye sokarken göz yumanlara seslen! Yanlis yerdesin,1
oğlum inanamıyorum ya Recep ivedik ama oğlu var yaaa ??????,1
Mal şahan çocuğuda kendin gibi çıkarcı ve yalaka yapma,1
Tipe bak,1
Allah cezani bir gun verir !!Allahdan kork,1
şeytan görse imana gelir vallahi billahi iyi sesi de yok erkekken neden karı olmak ister ki bi insan hayret,1
hiç mi Allâh korkusu olmaz bir insanda???? ??,1
Yüzüne ossurmuslar ,1
Çok korkunçsun vallaha :/,1
En çok ayakta işemeyi mi özlediniz,1
Bülent abi çok fena çirkinsin,1
tanzaniyadan gelmis maymunlarla sikismis aq,1
bunları derken hiç utanmadınmı lan hiç utanma duygusu denen şey yokmu lan sende manyak mısın olum onuda Allah yarattı senide Allah yarattı senin ondan farkın yok ne üstünlüğün var ne de başka bişeyin hatta böyle yaparak daha da kendini küçümsetiyorsun...Yaradılanı seversiz yaratandan ötürü bu laf birazcıkta olsa hiçmi aklında kalmadı bari küfür etme be bari küfür etme terbiyesiz ailenden hiç terbiye alamamişsin bu arada sohtarı da sensin Allah onun değil senin ve senin gibilerin insanların belalarını verecek en büyük soytarılığı da sen yapmış oldun pis herif,1
"Eyer dahasını bilmek istiyorsan ""Lut ""suresi ni oku Kurandan.Allah bu şerefsizlerin üzerine gökden alevli taşlar yagdırdı.Sen kimleri savunduğunu biliyormusun dana?Allaha savaşmı açıcan bu soytarılara göre?.Bide diyorsunki onuda Allah yaratmiş senide öylemi?Lann soytarının cocuğu,Allah bu şerefsizi erkek yaratmamışmı?Askerlik bile yapmış yaa bu şerefsiz.şimdi sen söyle Allahmı yapti bunu böyle ?Eyerki inkar ediyorsan senin de bundan bir farkin yok zaten.Allah hepinizin bepasini versin.Soyunuz kurusun.Erkekliğin yüz karası.",1
Seni allah carpmis tipsiz kadin yoksa erkek mi demeliyim,1
Cahil diyo bak bakk. Hangi Ünver mezunusun sen Lan. Burda yorum yapma niyetinde belli. Kızım uğraşma senden bi halt olmaz. Saniyelik ünlümü olmaya çalışıyosun. Hadi el salla oldun ,1
Tipine s...çmimmm tipsizsin kendini bir bok zannediyorsun BÜLENT BEY!!!!,1
Bizim badana kesin böyle bişey olur?? ,1
Oglum senden kadin olmaz,1
Bülent bey sanki makyaj mı yapmış,1
bülent ersoyun akrabası olsam işim gücüm yok oturur ben buna amca mı dicem teyze mi ?,1
Bulent sen sunnet oldummu,1
Yemin ederim ruyamda gorsem kendimi keserim (korkudan),1
Buda insanliktan cikmis hali,1
Amcam aklın oynamış gibisin kendine gel,1
Bülent sen mal mısın? dünya da kendine mal dedirten tek insansın tebrikler mal:)))))),1
Televizyonlarda hiç gözükmüyon ama helal olsun sürekli konserler falan:) tebrikler????????????,1
bşka yorum yazmaya grk bırakmamş ama Laiklik laiklik diye bağıranlr en azındn Gazi M.Kemaln arkasna saklanıyrlr,1
yeter la yeter kendi reklamını yapmak için yalamadığın göt kalmadı.Tamam sen hain değilsin kral gazetecisin.Yeter amk,1
sen çok boş adamsın.Destekçilerin olmasa bir hiçsin. senin de ipin çekilecek elbet. Vatan haini korkak.,1
adam gibi durmayan herkezin karşılaşacağı bi sahne..Ayrıca gazetecilik Kutsal bi meslek değil para için yaptığın bi iş,1
Bakmayin siz o elci musvettelerinin selfie cektirdigine Can bey ile.Onlar kendi ulkelerinde tanimazlar CanBeyi,1
Ya sana kucak açacak bir sürü ülke var sen hala SEVıLMEDığıN ve ıSTENMEDığıN kendininde zaten SEVMEDığı TCde diretmenKOMıK:))?,1
Onlarin mesaji uzun adama. Can beye diil.,1
"Batı iki yüzlü değil, kurnaz! Başka ülkelerin aptal salak enayi ve zayıf halkalarını alıp tepe tepe kullandıktan sonra",1
"kıç silinmiş kagıt gibi atmayı sever! Ona çifte standard, iki yüzlülük değil çok yönlü kullanım denir!",1
"kıç silinmiş kagıt gibi atmayı sever! Ona çifte standard, iki yüzlülük değil çok yönlü kullanım denir!",1
"ıngiliz büyükelçisinin kucağına oturan can Dündar,batı nın çifte standardın dan şikayet ediyor, arpan kesilir",1
ulan sen ne ikiyüzlüsün be daha dün batılı liderlere mektuplarınla colk colk yapan sen bugün batıya çakıyosun,1
Mısırda 3 gztci için idam kararı verldi Batı'dan çıt yok.Seni bi mahkmye bütün konsolslar uğurldı evet haklısn batı ikiyüzlü,1
"Gezide çocuğum gaz yedi diye ağlarsın,milletin evladı Sur'da şehit olurken sen tarih dersin adkdjdm",1
senmi kandil dedin sok sok bunlar namaz kiliyor diyen it sen deyilmisin,1
Benim Savcıya da Avukata da Devletin Makamına da ıhtiyacım yok. Çok şükür Kendimi Savunacak Kadar Yaşadım. Görelim Kefenini,1
Buradan boş laflarla sallamak güzel. Bakalım ahirette Teybet ana'nın hesabını nasıl vereceksiniz.,1
BENıM ANNEM SENıN KUTLAMANI KABUL ETMıYOR HAKKIM HARAM ZIKKIM OLSUN RABBıM CENNET YÜZÜ GÖSTERMESıN DıYOR BUDA SANA YETER.,1
"bu da mhpli görünümlü akpliler gibi. yauşak, akpyi destekliyor destekliyor sonrada sorumluluktan kaçmak için akpli değilim diyor.",1
"Sonra Kırmızı Başlıklı Kız .... Yok Pardon, Masal'ı Yanlış Yere Diviklemişim..",1
"Bir topluluktan müşterek ülküyü kaldırın, insanların hayvanlaştığını görürsünüz.",1
Izdırabı Kanına Kat da Göz Kırpmadan ıç Varsın Gülsün Ardından Ne Çıkar Bir ıki Piç..,1
"Abi silikon vadisi dediğinde akla kate upton,pamela anderson' un geldiği bi memleket burası.o çip cıbıldak gösteriyor mu",1
Adam pamuk tikamayi bilmiyorsa $60 milyon usd ye ne yapacak  ya iyi guldurdun ,1
Bir kadın olarak sus diyen gericiligin temellerini atan Kadin dusmani biri samimi olabilir mi?Aglama duvarinda gunah ckryor,1
"Çöp tenekesinden, sn cumhurbaşkanımız, AQPmiz, hükümetimiz, için bütün gücümüzle çalışacağız şlap şlıp diyor",1
HicDegmez bizim icinYokHukmundedirKabinedeOlsa yineAgzini ACMIYACAKTI SizOkuyunBiz bunlarin CigeriniCokiyiBiliriz.,1
vaktinde ve yerinde yapilmis olsaydi kibarlik denirdi ama gecikmis bir durum. Ikiyuzluluk..,1
Bir bok cikmayacagini biliyorum..niye okuyayam..,1
hiçbir degeri yok. ahlaken ve sıyaseten mevta...,1
"Bu, her zaman yarım yamalak, böyle sonuçsuz açıklamalar yapar.:)",1
"Boş,,,neden,,konuşmaya davetiye var,,,.Erkeksen,,,nerde o ",1
"Kimini egosu şişik, kiminin izzet-i nefsi yok. Psikolojileri bozuk.. Yaptıklarından rahatsızlar..Rahat uyuyamıyorlar..",1
fetocu içten pazarlıklı,1
gavas doğru demiş. yoksa dik duruştan değil.,1
Ben iktidar olsam bu adam benimde kıçımı yalar...,1
Siz bu metiner denen kendini bile bilmekten aciz zavallıyı neden ciddiye alıyorsunuz?Anlayamıyorum...,1
zavallılaşmak....budur,1
Hayırdır gene ne karının ağrısı var acaba. Kesin bişey isteyen. Bizi akbeyinli sandı galiba? ??,1
hani ermeni bayra ğı tişört giyen ermeni hadise mi,1
hayat size güzel demi...insanlar asgari ücretle evini geçindirmeye çalırken..,1
bu surat ifadesi ne,1
hiç çekici değil...,1
senden sahne şarkıcısı olmaz. Sadece giyiminle ilgi çekiyorsun. şarkıları berbat söylüyorsun.,1
Ben türk degilim belcikada dogdum diyorsun niye türkiyenin ekmegini yiyorsun udanmaz,1
muarat simdi ne bozar varya haaa ? şapsal kiz,1
bunlara bakara makara gitmez sen Tevrat'tan güzel bişeyler bulursun. Google olmaz artık yandex FB'yi indir katkın olsun ,1
"musevi ama turkiye sevdalisi, bu sizinkilere hic uymaz.",1
insan bir ayet sallardı tevrattan başgan ayıp olmuş şimdi,1
ruhuna bakara makara egemenciğim,1
napalim aq olduyse oldu,1
yüzden ıskenderunda yapılacak Fetih konulu Konferansımızı engellediniz değil mi!! YALANCISINIZ!!!!!,1
acaba dünyada başka ülke varmı kendi ülkesinin milli bayramını yasaklayan bir zihniyet,1
istân bulunan deyilde evlatlarımız için yazdığımız bitmeyen günlerimizi yazmaya mürekkep yetmedi günümüzde tkndi mürekkep de tknd,1
"Fâtih Cennetmekanın Hanefî MÜSLÜMANLIğINI anmadan tarih yazmaya kalkarsanız, SOYUNUZ kurur!",1
ATATURKU ANMADAN VATAN KURMAYA KALKARSAN SULALEN KURUR.. BASKANLIK.SISTEMIZDE KURTARMAZ SIZI O SISTEMDE COKER OZAMAN,1
dhjdks insanlar bu tarihi saçmalık anını kayıt altına almak için favlamışbdkska,1
onların ceplerinde cüzdan vardı 30 yılda gizli kasaya dönüştü fark bu sadece.,1
Her şey daha önce yaşanmış... Kullanılmış ilişkilerdeki ikinci el ucuzluğunu aşk zannediyoruz...,1
Eceviti kim sevdi ? Mesut'u kim sevdi? Erdoğan ı seven kim? Alkollü müsün dayı.,1
edebe davet edesim var ama bilmediğin yere gelmezsin gibi bir his var içimde,1
erdoğani dan zenginler iş adamları hırsızlar soyguncular sevdi erdoğana kendine oy veren işçileri hiç sevmedi,1
Asıl suçlu meydanlarda zırlamasını bilmeyen bizleriz!..,1
"arada bi elimde zille arkamı dönüp ""çok güzel hareketti diyenler"" diye bağırıcam. Adam tiyaronunda içine sıçtı yav.",1
Dünyada TEK bir etnik kökenden OY alan partilere Irkçı-Faşist parti denir HDP %95 oyu yörüklerden almadığına göre Faşist partidir,1
Sapık siyasetçileri izlemiyorum.,1
zaman gelecek seçim oy patlaması var %25 chp de şimdiden iktidar zehirlenmesi olmasın,1
Eyvah Eyvah ızmirli şezlong keyfine başladı bi daha düşünün derim çalışacak biri var mı etrafta chp- çalışmak MÜMKÜN değil,1
yağmasanda gürle. Çalışsanız ne yazar alacağın oy belli. Ülkeye zarardan başka verdiğiniz hiçbir şey yok...,1
çalış çalış @kilicdarogluk sen başbakanlığı @herkesicinCHP iktidarı artık rüyasında dahi göremezsiniz.belki 2123 te falan .belki.,1
ha haaaa yani yarın gene hezimete uğrayacağımız gibi çalışıyorum demek istiyor mealen,1
ya bir adam bu kadarmı boş olur hayret,1
gitsin su içsin terrorçu arkaşlarıyla biyere yıkılsın    ,1
Aynen öyle kral özellıkle sabah-fotomaç grubu...Yalan makinesini bozarlar..Millet dalga geçiyor artık bunlarla:)),1
"vuracağın adamın postu para edecek  zerre ederin yok,tarih sayfalarında bir leş olacaksın,",1
tamda kendinizi tarif etmişsin pislik adi,1
Akp ye Koltuk Degnekligi yapmaya devam ederekmi:)) Bi Git bahceli..,1
Devlet Bahçeli adamlığının zekatını verse ona iftira atanlar adama benzer,1
"SAYENDE MHPnin BAYRAğI hiç YÜKSELEMıYOR, farkındaysan daha Alzheimer başlamamış demektir.",1
Bayrak inmeyecekte sen bi inip o koltuktan defolup gitsen nasıl olur.. Bu ne yüzsüzlüktür istenmiyorsun artık anlasana..,1
"Bayragimiz sizing sayesinde cok yirtilip,yakildi, AKP verdiginiz destek ve gizli anlasmalar ile Cumhuriyeti yikiyorsun,",1
Artık çekilme Zaman'ı devlet bey seninle Ekibinle bu işler yürümüyor,1
hadi ordan sen önce o ağzınla dolu dolu söylediğin partinde demokrasiyi sağla.,1
"KÖTÜYE BiRSEY OLMAZ iSTE ISPATI MASON FETO,MASON TAYYiB,TERÖRiST APO DENiZ BAYKAL VE DEVLET BAHCELi,ÖLMÜYORLAR BiRTÜRLÜ",1
"sallaniyor ben gidersem sende gidersin AKP demenin baska bir izahi yok ""Bilali ver Iktidari al""soyle mi",1
